ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-1c02f2,A-417d2f,2023-11-18 00:00:00,2023-11-19 20:00:00,44,urgent,113,4,FALSE
T-60bb06,A-417d2f,2024-11-20 00:00:00,2024-11-22 08:00:00,56,low,144,,FALSE
T-984352,A-417d2f,2023-02-15 00:00:00,2023-02-15 10:00:00,10,high,129,4,FALSE
T-9f3c3d,A-417d2f,2023-05-01 00:00:00,2023-05-02 05:00:00,29,low,74,,FALSE
T-b60d4d,A-417d2f,2024-02-01 00:00:00,2024-02-03 04:00:00,52,high,20,5,FALSE
T-d9d697,A-417d2f,2024-11-06 00:00:00,2024-11-08 22:00:00,70,urgent,3,,FALSE
T-3bfb51,A-425e76,2024-05-07 00:00:00,2024-05-07 23:00:00,23,high,60,,FALSE
T-87f0f2,A-425e76,2024-02-18 00:00:00,2024-02-20 22:00:00,70,medium,164,3,FALSE
T-9d2c2c,A-425e76,2024-03-05 00:00:00,2024-03-07 12:00:00,60,medium,50,,FALSE
T-df66b4,A-425e76,2023-10-05 00:00:00,2023-10-08 00:00:00,72,high,160,3,FALSE
T-f925c6,A-425e76,2023-02-14 00:00:00,2023-02-14 16:00:00,16,high,162,4,TRUE
T-91bbd1,A-427b69,2024-05-06 00:00:00,2024-05-08 09:00:00,57,urgent,120,3,FALSE
T-c9394b,A-427b69,2024-04-09 00:00:00,2024-04-09 06:00:00,6,medium,99,,FALSE
T-4e9902,A-42b791,2023-06-22 00:00:00,2023-06-22 13:00:00,13,high,162,5,FALSE
T-9ac4b7,A-42b791,2023-04-05 00:00:00,2023-04-07 02:00:00,50,medium,20,,FALSE
T-9e0fbe,A-42b791,2023-12-12 00:00:00,2023-12-13 14:00:00,38,urgent,34,3,FALSE
T-2ca24a,A-42e5e1,2024-05-22 00:00:00,2024-05-22 18:00:00,18,high,51,4,FALSE
T-2fee89,A-42e5e1,2024-01-25 00:00:00,2024-01-26 03:00:00,27,high,124,4,FALSE
T-4da38c,A-42e5e1,2023-06-05 00:00:00,2023-06-06 18:00:00,42,low,69,4,FALSE
T-57f1af,A-432483,2024-09-20 00:00:00,2024-09-22 03:00:00,51,urgent,128,,FALSE
T-85c450,A-439b2f,2023-01-05 00:00:00,2023-01-05 05:00:00,5,low,67,,FALSE
T-970c6c,A-439b2f,2024-12-12 00:00:00,2024-12-12 20:00:00,20,urgent,123,,FALSE
T-dd8c7f,A-439b2f,2024-01-23 00:00:00,2024-01-24 06:00:00,30,urgent,66,,FALSE
T-520606,A-43a9e3,2023-01-15 00:00:00,2023-01-15 15:00:00,15,urgent,89,5,FALSE
T-df9fc9,A-43a9e3,2023-03-24 00:00:00,2023-03-26 16:00:00,64,urgent,90,4,FALSE
T-ffc8ec,A-43a9e3,2024-06-26 00:00:00,2024-06-27 11:00:00,35,medium,41,3,FALSE
T-16a224,A-4437e4,2024-07-05 00:00:00,2024-07-06 13:00:00,37,medium,134,,FALSE
T-6a2899,A-4437e4,2023-09-12 00:00:00,2023-09-14 03:00:00,51,medium,136,,TRUE
T-765765,A-4437e4,2023-08-13 00:00:00,2023-08-14 20:00:00,44,high,120,,FALSE
T-a6d9f2,A-4437e4,2024-11-03 00:00:00,2024-11-03 02:00:00,2,urgent,168,,FALSE
T-f0ac4b,A-4437e4,2024-01-17 00:00:00,2024-01-19 08:00:00,56,high,15,3,TRUE
T-f0b00c,A-4437e4,2024-11-16 00:00:00,2024-11-16 18:00:00,18,medium,179,3,FALSE
T-0238f9,A-443b7c,2024-07-19 00:00:00,2024-07-19 05:00:00,5,medium,81,4,FALSE
T-17b048,A-443b7c,2023-08-23 00:00:00,2023-08-24 00:00:00,24,urgent,44,3,FALSE
T-5bc279,A-443b7c,2023-03-22 00:00:00,2023-03-22 23:00:00,23,urgent,18,5,FALSE
T-9a1036,A-443b7c,2023-01-24 00:00:00,2023-01-25 07:00:00,31,urgent,51,5,FALSE
T-a80aac,A-443b7c,2023-06-18 00:00:00,2023-06-19 11:00:00,35,medium,12,,FALSE
T-ad5807,A-443b7c,2023-01-24 00:00:00,2023-01-24 14:00:00,14,high,14,,FALSE
T-e6c083,A-443b7c,2024-05-16 00:00:00,2024-05-17 18:00:00,42,high,81,5,FALSE
T-e7e186,A-443b7c,2024-02-27 00:00:00,2024-02-29 12:00:00,60,urgent,91,,FALSE
T-4c7b15,A-443f6f,2023-01-22 00:00:00,2023-01-24 02:00:00,50,low,126,5,FALSE
T-659542,A-443f6f,2024-03-18 00:00:00,2024-03-18 13:00:00,13,low,167,4,FALSE
T-7214d0,A-443f6f,2024-09-06 00:00:00,2024-09-06 13:00:00,13,urgent,42,5,FALSE
T-93f669,A-443f6f,2024-10-29 00:00:00,2024-10-30 12:00:00,36,high,154,,FALSE
T-0416e6,A-44dc83,2023-08-31 00:00:00,2023-09-01 11:00:00,35,high,120,5,FALSE
T-5e7096,A-44dc83,2023-10-18 00:00:00,2023-10-19 23:00:00,47,low,35,,FALSE
T-611dd3,A-44dc83,2024-03-02 00:00:00,2024-03-04 11:00:00,59,high,169,5,FALSE
T-a89311,A-44dc83,2023-11-07 00:00:00,2023-11-09 17:00:00,65,urgent,93,4,FALSE
T-b29471,A-44dc83,2023-06-11 00:00:00,2023-06-12 16:00:00,40,high,53,4,FALSE
T-b5fa1f,A-44dc83,2023-10-07 00:00:00,2023-10-07 16:00:00,16,medium,57,,FALSE
T-e4d183,A-44dc83,2024-09-15 00:00:00,2024-09-16 00:00:00,24,low,6,5,FALSE
T-44e08c,A-45ce7a,2024-12-14 00:00:00,2024-12-16 02:00:00,50,medium,101,,FALSE
T-759461,A-45ce7a,2023-02-10 00:00:00,2023-02-12 12:00:00,60,low,87,4,FALSE
T-a1bab0,A-45ce7a,2023-04-25 00:00:00,2023-04-27 02:00:00,50,medium,141,4,FALSE
T-ab2c55,A-45ce7a,2023-08-18 00:00:00,2023-08-19 18:00:00,42,medium,49,3,FALSE
T-e97da3,A-45ce7a,2024-04-04 00:00:00,2024-04-05 01:00:00,25,low,81,,FALSE
T-399dc3,A-462d45,2024-12-15 00:00:00,2024-12-16 05:00:00,29,medium,127,,FALSE
T-5d144c,A-462d45,2023-09-18 00:00:00,2023-09-19 00:00:00,24,urgent,43,,FALSE
T-98448a,A-462d45,2024-02-10 00:00:00,2024-02-10 18:00:00,18,high,99,4,FALSE
T-a5d583,A-462d45,2024-01-11 00:00:00,2024-01-12 12:00:00,36,high,111,,FALSE
T-3fab11,A-463db0,2023-03-12 00:00:00,2023-03-14 07:00:00,55,high,123,5,FALSE
T-4bf7c6,A-463db0,2024-08-15 00:00:00,2024-08-15 04:00:00,4,low,171,4,FALSE
T-678cb9,A-463db0,2023-02-08 00:00:00,2023-02-10 18:00:00,66,medium,39,4,FALSE
T-ba2219,A-463db0,2023-04-24 00:00:00,2023-04-26 10:00:00,58,urgent,179,,TRUE
T-c79d58,A-463db0,2024-12-24 00:00:00,2024-12-26 01:00:00,49,medium,32,4,FALSE
T-dbe987,A-463db0,2023-02-22 00:00:00,2023-02-24 21:00:00,69,medium,25,,FALSE
T-027331,A-474ad4,2024-05-03 00:00:00,2024-05-03 18:00:00,18,medium,76,5,FALSE
T-2b7d40,A-474ad4,2023-04-23 00:00:00,2023-04-25 00:00:00,48,medium,65,,TRUE
T-8132dc,A-474ad4,2023-09-13 00:00:00,2023-09-14 09:00:00,33,urgent,11,,FALSE
T-2d97f8,A-4814a3,2024-02-15 00:00:00,2024-02-16 00:00:00,24,urgent,20,4,FALSE
T-5ac967,A-4814a3,2023-03-08 00:00:00,2023-03-08 12:00:00,12,urgent,161,,FALSE
T-9f9f2d,A-4814a3,2023-11-02 00:00:00,2023-11-03 03:00:00,27,medium,57,,TRUE
T-d67e21,A-4814a3,2023-05-31 00:00:00,2023-05-31 12:00:00,12,low,150,,FALSE
T-0217dd,A-484819,2023-02-05 00:00:00,2023-02-05 19:00:00,19,urgent,78,5,FALSE
T-1e968e,A-484819,2023-12-10 00:00:00,2023-12-10 15:00:00,15,urgent,127,,FALSE
T-6ba61d,A-484819,2024-08-15 00:00:00,2024-08-17 18:00:00,66,high,165,,FALSE
T-95e4c4,A-484819,2024-02-24 00:00:00,2024-02-26 12:00:00,60,low,176,4,FALSE
T-a0545c,A-484819,2024-04-26 00:00:00,2024-04-26 06:00:00,6,medium,152,,FALSE
T-0a3847,A-49b828,2024-10-04 00:00:00,2024-10-04 09:00:00,9,medium,20,3,TRUE
T-3b09c6,A-49b828,2023-11-04 00:00:00,2023-11-05 02:00:00,26,medium,93,,FALSE
T-82ae01,A-49b828,2023-06-03 00:00:00,2023-06-03 06:00:00,6,medium,150,4,FALSE
T-29e9b8,A-4a267b,2023-05-17 00:00:00,2023-05-17 07:00:00,7,low,166,5,FALSE
T-3b9875,A-4a267b,2024-05-09 00:00:00,2024-05-11 04:00:00,52,urgent,168,,FALSE
T-a56288,A-4a267b,2023-06-22 00:00:00,2023-06-22 05:00:00,5,high,25,5,FALSE
T-f99a2c,A-4a267b,2023-04-26 00:00:00,2023-04-26 01:00:00,1,medium,61,3,FALSE
T-0171b1,A-4a4c2d,2024-05-09 00:00:00,2024-05-11 06:00:00,54,high,153,4,FALSE
T-06bf16,A-4a4c2d,2023-08-02 00:00:00,2023-08-03 06:00:00,30,medium,44,4,FALSE
T-22aa61,A-4a4c2d,2023-04-29 00:00:00,2023-05-01 03:00:00,51,low,74,4,FALSE
T-7d169d,A-4a4c2d,2023-06-07 00:00:00,2023-06-08 07:00:00,31,medium,121,,FALSE
T-95e4a6,A-4a4c2d,2024-11-15 00:00:00,2024-11-16 20:00:00,44,high,128,5,FALSE
T-4669d1,A-4ae22a,2024-03-08 00:00:00,2024-03-09 06:00:00,30,low,101,3,FALSE
T-b43b6a,A-4ae22a,2024-08-09 00:00:00,2024-08-09 09:00:00,9,urgent,10,,FALSE
T-fd832d,A-4ae22a,2023-02-11 00:00:00,2023-02-11 04:00:00,4,low,107,,FALSE
T-1f01f6,A-4bfa33,2023-12-12 00:00:00,2023-12-12 12:00:00,12,urgent,46,4,FALSE
T-2c61f3,A-4bfa33,2024-06-29 00:00:00,2024-06-29 16:00:00,16,high,180,3,FALSE
T-753ba1,A-4bfa33,2023-12-08 00:00:00,2023-12-08 19:00:00,19,high,29,,FALSE
T-a594a0,A-4bfa33,2023-05-20 00:00:00,2023-05-20 19:00:00,19,medium,84,4,FALSE
T-7a48cd,A-4c38bc,2024-07-27 00:00:00,2024-07-29 18:00:00,66,medium,37,4,FALSE
T-d980c3,A-4c38bc,2023-04-14 00:00:00,2023-04-14 11:00:00,11,urgent,20,,FALSE
T-e1cf37,A-4c38bc,2023-04-13 00:00:00,2023-04-15 20:00:00,68,high,72,3,FALSE
T-27abc5,A-4c56c9,2024-01-06 00:00:00,2024-01-08 02:00:00,50,high,61,3,FALSE
T-3171ab,A-4c56c9,2024-08-26 00:00:00,2024-08-26 09:00:00,9,low,10,4,FALSE
T-581c3c,A-4c56c9,2024-10-05 00:00:00,2024-10-06 05:00:00,29,high,8,3,FALSE
T-a2eb91,A-4c56c9,2024-01-12 00:00:00,2024-01-14 10:00:00,58,medium,136,,FALSE
T-dfce9a,A-4c56c9,2024-09-08 00:00:00,2024-09-09 23:00:00,47,medium,126,5,FALSE
T-1dc468,A-4c6f11,2023-11-29 00:00:00,2023-11-29 20:00:00,20,urgent,14,5,FALSE
T-88d958,A-4c6f11,2023-06-18 00:00:00,2023-06-20 12:00:00,60,urgent,2,3,FALSE
T-9fc75b,A-4c6f11,2023-12-06 00:00:00,2023-12-08 06:00:00,54,high,173,5,FALSE
T-5ceddb,A-4d1e75,2024-07-10 00:00:00,2024-07-10 03:00:00,3,medium,173,4,FALSE
T-c44351,A-4d1e75,2024-04-29 00:00:00,2024-04-30 03:00:00,27,medium,24,4,FALSE
T-6bd715,A-4e0e85,2024-05-14 00:00:00,2024-05-16 02:00:00,50,medium,129,,FALSE
T-ec6d18,A-4e0e85,2024-09-30 00:00:00,2024-10-02 08:00:00,56,high,110,5,FALSE
T-673852,A-4e44e8,2024-09-15 00:00:00,2024-09-15 02:00:00,2,low,10,3,FALSE
T-7f088c,A-4e44e8,2023-06-21 00:00:00,2023-06-23 23:00:00,71,low,175,4,FALSE
T-ae7b6e,A-4e44e8,2023-02-18 00:00:00,2023-02-18 21:00:00,21,urgent,45,3,FALSE
T-4a1a56,A-4e631b,2023-09-04 00:00:00,2023-09-05 05:00:00,29,urgent,86,,FALSE
T-502019,A-4e631b,2024-09-23 00:00:00,2024-09-23 20:00:00,20,low,18,4,FALSE
T-06628f,A-4e960a,2023-10-31 00:00:00,2023-11-02 06:00:00,54,urgent,95,,FALSE
T-122749,A-4e960a,2024-01-14 00:00:00,2024-01-15 19:00:00,43,low,77,,FALSE
T-2184bf,A-4e960a,2023-03-30 00:00:00,2023-03-31 08:00:00,32,urgent,15,3,FALSE
T-885f5b,A-4e960a,2023-08-08 00:00:00,2023-08-08 13:00:00,13,low,141,4,FALSE
T-e51e43,A-4e960a,2023-04-30 00:00:00,2023-04-30 13:00:00,13,low,41,5,FALSE
T-e6ff26,A-4e960a,2024-12-08 00:00:00,2024-12-08 20:00:00,20,urgent,130,,FALSE
T-22582a,A-4ef964,2024-11-25 00:00:00,2024-11-27 17:00:00,65,medium,151,5,FALSE
T-6af11a,A-4ef964,2023-06-10 00:00:00,2023-06-12 10:00:00,58,medium,47,,FALSE
T-a427d8,A-4ef964,2023-03-24 00:00:00,2023-03-24 05:00:00,5,high,61,3,FALSE
T-0892d2,A-4f18f0,2023-07-04 00:00:00,2023-07-04 04:00:00,4,low,80,3,FALSE
T-24d5c4,A-4f18f0,2024-03-20 00:00:00,2024-03-22 08:00:00,56,high,79,4,FALSE
T-7480c9,A-4f18f0,2023-01-05 00:00:00,2023-01-06 07:00:00,31,low,39,,FALSE
T-7d4d61,A-4f18f0,2024-06-11 00:00:00,2024-06-13 23:00:00,71,urgent,75,5,FALSE
T-d532cc,A-4f18f0,2024-08-04 00:00:00,2024-08-05 10:00:00,34,low,34,4,FALSE
T-490c4a,A-503d5a,2023-08-08 00:00:00,2023-08-08 09:00:00,9,urgent,179,,FALSE
T-7a1469,A-503d5a,2024-05-02 00:00:00,2024-05-04 16:00:00,64,medium,27,,FALSE
T-89ae7a,A-503d5a,2024-01-11 00:00:00,2024-01-14 00:00:00,72,high,107,5,FALSE
T-94b38c,A-503d5a,2023-09-28 00:00:00,2023-09-29 02:00:00,26,high,128,,FALSE
T-a32345,A-503d5a,2024-11-20 00:00:00,2024-11-20 07:00:00,7,medium,54,,FALSE
T-a7d132,A-503d5a,2024-03-10 00:00:00,2024-03-10 19:00:00,19,low,41,,FALSE
T-ad1e6e,A-503d5a,2023-11-06 00:00:00,2023-11-08 10:00:00,58,medium,116,,FALSE
T-f4bc90,A-503d5a,2023-04-28 00:00:00,2023-04-28 11:00:00,11,high,27,3,FALSE
T-f81be8,A-503d5a,2024-10-29 00:00:00,2024-10-31 15:00:00,63,low,57,4,FALSE
T-027d8f,A-508199,2024-03-23 00:00:00,2024-03-24 20:00:00,44,urgent,27,,FALSE
T-856bdd,A-508199,2024-08-17 00:00:00,2024-08-19 00:00:00,48,low,52,,FALSE
T-e2a819,A-508199,2024-03-05 00:00:00,2024-03-07 12:00:00,60,low,123,3,FALSE
T-1761af,A-50bb9f,2023-08-02 00:00:00,2023-08-04 15:00:00,63,low,29,4,FALSE
T-9ea26e,A-50bb9f,2023-04-15 00:00:00,2023-04-15 05:00:00,5,medium,88,,FALSE
T-a1823c,A-50bb9f,2024-08-17 00:00:00,2024-08-19 08:00:00,56,urgent,25,,FALSE
T-b17401,A-50bb9f,2024-02-21 00:00:00,2024-02-21 12:00:00,12,high,171,3,FALSE
T-b6d93a,A-50bb9f,2023-02-24 00:00:00,2023-02-25 10:00:00,34,low,35,,FALSE
T-c2e25a,A-50bb9f,2023-08-12 00:00:00,2023-08-12 16:00:00,16,medium,142,5,FALSE
T-c779b5,A-50bb9f,2024-08-14 00:00:00,2024-08-15 23:00:00,47,urgent,33,,FALSE
T-141bed,A-50f3f7,2023-12-16 00:00:00,2023-12-17 06:00:00,30,low,2,,FALSE
T-2987d9,A-50f3f7,2023-04-17 00:00:00,2023-04-18 06:00:00,30,urgent,155,5,TRUE
T-54b348,A-50f3f7,2023-05-31 00:00:00,2023-06-02 07:00:00,55,low,41,,FALSE
T-62d8ce,A-50f3f7,2024-09-01 00:00:00,2024-09-02 02:00:00,26,low,165,5,FALSE
T-7976e4,A-50f3f7,2023-06-17 00:00:00,2023-06-19 22:00:00,70,medium,31,5,FALSE
T-88702a,A-50f3f7,2023-01-06 00:00:00,2023-01-06 16:00:00,16,high,13,,FALSE
T-324459,A-51ec1b,2023-08-20 00:00:00,2023-08-22 10:00:00,58,high,105,5,FALSE
T-e7c6b3,A-51ec1b,2023-11-28 00:00:00,2023-11-29 04:00:00,28,medium,171,5,FALSE
T-f73830,A-51ec1b,2024-09-11 00:00:00,2024-09-13 23:00:00,71,low,174,,TRUE
T-11534a,A-524364,2023-03-21 00:00:00,2023-03-23 17:00:00,65,low,110,5,FALSE
T-9bde67,A-524364,2023-09-30 00:00:00,2023-10-02 11:00:00,59,high,59,4,FALSE
T-d37bb3,A-524364,2024-10-25 00:00:00,2024-10-25 19:00:00,19,urgent,57,4,FALSE
T-399cd5,A-5247b3,2023-03-30 00:00:00,2023-03-30 23:00:00,23,urgent,62,3,FALSE
T-60c481,A-5247b3,2024-07-29 00:00:00,2024-07-31 09:00:00,57,urgent,131,4,FALSE
T-b3cd04,A-5247b3,2024-09-08 00:00:00,2024-09-10 16:00:00,64,medium,51,5,FALSE
T-cbfee6,A-5247b3,2023-06-11 00:00:00,2023-06-13 04:00:00,52,high,173,,FALSE
T-ddf662,A-5247b3,2024-01-14 00:00:00,2024-01-15 09:00:00,33,high,66,,FALSE
T-2422ea,A-526d93,2024-04-14 00:00:00,2024-04-16 15:00:00,63,high,49,4,FALSE
T-b9e7df,A-526d93,2023-05-10 00:00:00,2023-05-10 05:00:00,5,medium,158,,FALSE
T-e3d7af,A-526d93,2024-11-13 00:00:00,2024-11-15 06:00:00,54,low,157,,FALSE
T-f660fd,A-526d93,2024-02-21 00:00:00,2024-02-23 15:00:00,63,urgent,161,,FALSE
T-fbe6c4,A-526d93,2023-10-26 00:00:00,2023-10-29 00:00:00,72,high,148,3,TRUE
T-2a19c6,A-52dd88,2023-12-14 00:00:00,2023-12-17 00:00:00,72,low,111,,FALSE
T-22842d,A-533452,2024-08-05 00:00:00,2024-08-05 08:00:00,8,high,66,3,FALSE
T-2a2ecd,A-533452,2023-10-26 00:00:00,2023-10-27 23:00:00,47,medium,30,,FALSE
T-64b0b8,A-533452,2023-09-27 00:00:00,2023-09-29 08:00:00,56,low,16,5,FALSE
T-ce367c,A-533452,2024-07-27 00:00:00,2024-07-27 20:00:00,20,urgent,30,,FALSE
T-34deb3,A-53f4e3,2024-05-16 00:00:00,2024-05-18 02:00:00,50,high,150,,FALSE
T-721dbc,A-53f4e3,2023-10-13 00:00:00,2023-10-13 12:00:00,12,urgent,54,,FALSE
T-accc3f,A-53f4e3,2024-01-20 00:00:00,2024-01-21 12:00:00,36,urgent,55,4,FALSE
T-b52677,A-53f4e3,2023-03-11 00:00:00,2023-03-11 06:00:00,6,high,138,3,FALSE
T-ca5ab4,A-53f4e3,2024-09-24 00:00:00,2024-09-25 15:00:00,39,urgent,98,5,FALSE
T-592ec1,A-544d0a,2023-05-23 00:00:00,2023-05-24 03:00:00,27,low,161,5,FALSE
T-f7a0c0,A-544d0a,2024-04-19 00:00:00,2024-04-21 02:00:00,50,urgent,35,3,TRUE
T-5f7300,A-54d94a,2024-07-25 00:00:00,2024-07-27 11:00:00,59,medium,117,,FALSE
T-7d878f,A-54d94a,2024-07-19 00:00:00,2024-07-21 19:00:00,67,medium,18,3,FALSE
T-880bce,A-54d94a,2024-05-16 00:00:00,2024-05-18 23:00:00,71,low,118,4,FALSE
T-8ed20f,A-54d94a,2023-08-15 00:00:00,2023-08-15 18:00:00,18,medium,78,,FALSE
T-129715,A-54ecc2,2023-07-06 00:00:00,2023-07-08 22:00:00,70,high,97,,FALSE
T-73259c,A-54ecc2,2023-05-09 00:00:00,2023-05-09 20:00:00,20,medium,59,,FALSE
T-7620e2,A-54ecc2,2023-07-28 00:00:00,2023-07-29 09:00:00,33,high,129,,FALSE
T-b2adad,A-54ecc2,2024-10-29 00:00:00,2024-10-31 09:00:00,57,medium,20,5,FALSE
T-c27824,A-54ecc2,2023-02-16 00:00:00,2023-02-16 07:00:00,7,low,55,5,FALSE
T-4cc0d7,A-558c72,2023-09-08 00:00:00,2023-09-10 12:00:00,60,medium,113,5,TRUE
T-b77fc1,A-558c72,2023-05-10 00:00:00,2023-05-12 18:00:00,66,high,83,,FALSE
T-d51f64,A-558c72,2024-08-28 00:00:00,2024-08-30 12:00:00,60,low,30,,FALSE
T-d7ff1e,A-558c72,2024-05-03 00:00:00,2024-05-05 23:00:00,71,urgent,91,4,FALSE
T-07f485,A-55f257,2024-06-03 00:00:00,2024-06-05 05:00:00,53,urgent,150,5,FALSE
T-78b6e2,A-55f257,2023-09-11 00:00:00,2023-09-12 07:00:00,31,high,45,5,FALSE
T-7905fa,A-55f257,2023-12-10 00:00:00,2023-12-11 19:00:00,43,low,175,,FALSE
T-9efe75,A-55f257,2024-07-12 00:00:00,2024-07-14 17:00:00,65,low,13,5,FALSE
T-a0a7fe,A-55f257,2023-02-27 00:00:00,2023-02-28 07:00:00,31,medium,160,,FALSE
T-ac5eaa,A-55f257,2023-05-22 00:00:00,2023-05-23 12:00:00,36,urgent,144,5,FALSE
T-0016ab,A-560d27,2023-03-30 00:00:00,2023-04-01 19:00:00,67,medium,58,3,FALSE
T-10fe26,A-560d27,2023-12-22 00:00:00,2023-12-22 04:00:00,4,medium,29,5,FALSE
T-ad4ec7,A-560d27,2024-02-28 00:00:00,2024-02-28 12:00:00,12,low,62,3,FALSE
T-ffeda5,A-560d27,2023-11-12 00:00:00,2023-11-13 16:00:00,40,medium,90,,FALSE
T-2e8ffa,A-56962b,2023-08-15 00:00:00,2023-08-15 05:00:00,5,medium,153,,FALSE
T-6ba215,A-56962b,2023-03-24 00:00:00,2023-03-26 18:00:00,66,low,73,3,FALSE
T-82577a,A-56962b,2024-02-19 00:00:00,2024-02-19 13:00:00,13,low,117,,FALSE
T-bdc427,A-56962b,2023-01-23 00:00:00,2023-01-25 18:00:00,66,high,79,,FALSE
T-1e8229,A-5790f4,2023-08-21 00:00:00,2023-08-21 04:00:00,4,medium,3,,FALSE
T-578a17,A-5790f4,2024-02-21 00:00:00,2024-02-24 00:00:00,72,low,133,,TRUE
T-98be51,A-5790f4,2024-07-07 00:00:00,2024-07-09 22:00:00,70,medium,13,4,FALSE
T-cc9f02,A-5790f4,2024-10-19 00:00:00,2024-10-20 06:00:00,30,urgent,80,,FALSE
T-af95b8,A-58b9ff,2023-11-30 00:00:00,2023-12-02 17:00:00,65,low,120,4,FALSE
T-d80a44,A-58b9ff,2023-02-04 00:00:00,2023-02-06 19:00:00,67,medium,38,,TRUE
T-187648,A-592832,2024-10-27 00:00:00,2024-10-28 17:00:00,41,medium,51,,FALSE
T-3329cb,A-592832,2024-04-30 00:00:00,2024-04-30 09:00:00,9,low,123,5,FALSE
T-44cfed,A-592832,2023-12-02 00:00:00,2023-12-04 00:00:00,48,high,68,,FALSE
T-3c9151,A-59f724,2024-12-15 00:00:00,2024-12-16 05:00:00,29,urgent,146,4,FALSE
T-49e572,A-59f724,2024-09-19 00:00:00,2024-09-20 02:00:00,26,medium,48,5,FALSE
T-7f775b,A-59f724,2024-01-23 00:00:00,2024-01-23 03:00:00,3,high,154,4,FALSE
T-bf01b8,A-59f724,2024-06-21 00:00:00,2024-06-21 19:00:00,19,urgent,30,4,FALSE
T-7b5fdd,A-5a184f,2023-06-28 00:00:00,2023-06-28 04:00:00,4,low,56,5,FALSE
T-bd38ae,A-5a184f,2023-09-25 00:00:00,2023-09-25 05:00:00,5,medium,38,4,FALSE
T-fcedc6,A-5a184f,2024-04-13 00:00:00,2024-04-14 13:00:00,37,high,33,4,FALSE
T-4d0d5b,A-5a215a,2024-12-06 00:00:00,2024-12-06 12:00:00,12,urgent,126,4,FALSE
T-7a84fc,A-5a215a,2024-09-13 00:00:00,2024-09-14 00:00:00,24,low,4,5,FALSE
T-7b4c85,A-5a215a,2023-07-26 00:00:00,2023-07-28 16:00:00,64,urgent,18,,FALSE
T-f1d9e6,A-5a215a,2024-06-10 00:00:00,2024-06-10 18:00:00,18,medium,4,3,FALSE
T-2537ea,A-5a3eb9,2023-04-15 00:00:00,2023-04-16 16:00:00,40,high,71,,FALSE
T-b386f0,A-5a3eb9,2024-04-08 00:00:00,2024-04-08 05:00:00,5,medium,129,,FALSE
T-d3800a,A-5a3eb9,2023-07-04 00:00:00,2023-07-05 03:00:00,27,urgent,49,,FALSE
T-4d29dc,A-5a92e7,2023-01-04 00:00:00,2023-01-05 01:00:00,25,urgent,147,,FALSE
T-5cfb64,A-5a92e7,2024-08-15 00:00:00,2024-08-17 21:00:00,69,low,136,,FALSE
T-926ee8,A-5a92e7,2023-06-17 00:00:00,2023-06-19 20:00:00,68,high,9,5,FALSE
T-963409,A-5a92e7,2023-04-01 00:00:00,2023-04-01 17:00:00,17,urgent,127,4,FALSE
T-bd64bb,A-5a92e7,2023-04-25 00:00:00,2023-04-27 19:00:00,67,urgent,172,5,FALSE
T-c895a0,A-5a92e7,2024-10-10 00:00:00,2024-10-10 22:00:00,22,medium,3,3,FALSE
T-f6909c,A-5a92e7,2023-05-18 00:00:00,2023-05-19 23:00:00,47,medium,9,5,FALSE
T-52a57e,A-5b051a,2024-03-24 00:00:00,2024-03-24 02:00:00,2,urgent,2,3,FALSE
T-706e49,A-5b1bcd,2024-03-16 00:00:00,2024-03-18 10:00:00,58,low,124,,FALSE
T-dfad13,A-5b1bcd,2024-12-17 00:00:00,2024-12-17 05:00:00,5,urgent,143,5,FALSE
T-e65eaf,A-5b1bcd,2024-09-06 00:00:00,2024-09-07 19:00:00,43,urgent,14,,FALSE
T-fb779c,A-5b1bcd,2024-04-09 00:00:00,2024-04-11 19:00:00,67,urgent,89,4,FALSE
T-0bea7d,A-5b4ebb,2023-08-03 00:00:00,2023-08-05 05:00:00,53,low,31,4,FALSE
T-13f1b8,A-5b4ebb,2023-12-05 00:00:00,2023-12-06 02:00:00,26,low,121,5,FALSE
T-149155,A-5b4ebb,2024-01-02 00:00:00,2024-01-02 11:00:00,11,medium,17,,FALSE
T-4013e1,A-5b4ebb,2023-02-19 00:00:00,2023-02-21 22:00:00,70,low,18,5,FALSE
T-a8de52,A-5b4ebb,2024-11-07 00:00:00,2024-11-07 17:00:00,17,medium,128,5,FALSE
T-fa61ed,A-5c046d,2024-03-08 00:00:00,2024-03-08 13:00:00,13,low,128,3,FALSE
T-34025b,A-5c9849,2023-07-15 00:00:00,2023-07-17 22:00:00,70,urgent,104,,FALSE
T-3830ca,A-5c9849,2024-01-31 00:00:00,2024-02-02 01:00:00,49,urgent,7,,FALSE
T-38a3f8,A-5c9849,2023-12-14 00:00:00,2023-12-16 18:00:00,66,low,41,,FALSE
T-534a33,A-5c9849,2023-12-07 00:00:00,2023-12-09 05:00:00,53,low,12,,TRUE
T-2912e9,A-5ed98d,2023-02-13 00:00:00,2023-02-13 14:00:00,14,medium,133,,FALSE
T-321bf6,A-5ed98d,2023-06-28 00:00:00,2023-06-30 17:00:00,65,urgent,79,5,FALSE
T-3798d5,A-5ed98d,2024-03-28 00:00:00,2024-03-28 12:00:00,12,medium,56,,FALSE
